"Input Order","Search Term","Human GeneID","HGNCID","Human Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene2FunctionDetails"
"253","CRHR2","1395","2358","CRHR2","Fly","36368","FBgn0033744","Dh44-R2","12","11.87","moderate","No","Yes","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Dh44-R2 details"
"253","CRHR2","1395","2358","CRHR2","Fly","31234","FBgn0260753","Pdfr","3","3.03","low","No","No","eggNOG, Panther, RoundUp","","Add","Pdfr details"
"253","CRHR2","1395","2358","CRHR2","Fly","36475","FBgn0052843","Dh31-R","2","1.93","low","No","No","eggNOG, RoundUp","","Add","Dh31-R details"
"254","CRISP1","167","304","CRISP1","Fly","3885644","FBgn0054002","CG34002","5","4.99","high","Yes","Yes","Compara, eggNOG, Inparanoid, OrthoDB, Panther","","Add","CG34002 details"
"254","CRISP1","167","304","CRISP1","Fly","35303","FBgn0032853","CG10651","4","4.06","moderate","No","No","eggNOG, Inparanoid, OrthoDB, Panther","","Add","CG10651 details"
"254","CRISP1","167","304","CRISP1","Fly","246645","FBgn0050486","CG30486","4","4.06","moderate","No","No","eggNOG, Inparanoid, OrthoDB, Panther","","Add","CG30486 details"
"254","CRISP1","167","304","CRISP1","Fly","41623","FBgn0038126","CG8483","4","3.94","moderate","No","No","Compara, eggNOG, OrthoDB, Panther","","Add","CG8483 details"
"254","CRISP1","167","304","CRISP1","Fly","10178796","FBgn0261848","CG42780","3","3.01","moderate","No","Yes","eggNOG, OrthoDB, Panther","","Add","CG42780 details"
"254","CRISP1","167","304","CRISP1","Fly","317973","FBgn0052313","CG32313","3","2.84","moderate","No","Yes","Compara, eggNOG, OrthoDB","","Add","CG32313 details"
"254","CRISP1","167","304","CRISP1","Fly","41076","FBgn0037650","CG11977","2","2.11","moderate","No","Yes","OrthoDB, Panther","","Add","CG11977 details"
"254","CRISP1","167","304","CRISP1","Fly","8674074","FBgn0260645","CG42537","2","1.91","moderate","No","Yes","eggNOG, OrthoDB","","Add","CG42537 details"
"254","CRISP1","167","304","CRISP1","Fly","41348","FBgn0037879","scpr-C","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","scpr-C details"
"254","CRISP1","167","304","CRISP1","Fly","37441","FBgn0034624","CG17974","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG17974 details"
"254","CRISP1","167","304","CRISP1","Fly","14462631","FBgn0264299","CG43777","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG43777 details"
"254","CRISP1","167","304","CRISP1","Fly","44079","FBgn0020508","Ag5r2","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","Ag5r2 details"
"254","CRISP1","167","304","CRISP1","Fly","32385","FBgn0030562","CG9400","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG9400 details"
"254","CRISP1","167","304","CRISP1","Fly","318150","FBgn0052679","CG32679","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG32679 details"
"254","CRISP1","167","304","CRISP1","Fly","39183","FBgn0036072","CG6628","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG6628 details"
"254","CRISP1","167","304","CRISP1","Fly","246647","FBgn0050488","antr","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","antr details"
"254","CRISP1","167","304","CRISP1","Fly","37942","FBgn0035042","CG3640","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG3640 details"
"254","CRISP1","167","304","CRISP1","Fly","37863","FBgn0264297","CG43775","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG43775 details"
"254","CRISP1","167","304","CRISP1","Fly","36414","FBgn0250842","CG17575","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG17575 details"
"254","CRISP1","167","304","CRISP1","Fly","41358","FBgn0037889","scpr-A","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","scpr-A details"
"254","CRISP1","167","304","CRISP1","Fly","44631","FBgn0015010","Ag5r","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","Ag5r details"
"254","CRISP1","167","304","CRISP1","Fly","318668","FBgn0051296","CG31296","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG31296 details"
"254","CRISP1","167","304","CRISP1","Fly","14462630","FBgn0264298","CG43776","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG43776 details"
"254","CRISP1","167","304","CRISP1","Fly","37440","FBgn0034623","CG9822","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG9822 details"
"254","CRISP1","167","304","CRISP1","Fly","3885620","FBgn0054049","CG34049","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG34049 details"
"254","CRISP1","167","304","CRISP1","Fly","39181","FBgn0036070","CG8072","3","2.96","low","No","No","eggNOG, Inparanoid, OrthoDB","","Add","CG8072 details"
"254","CRISP1","167","304","CRISP1","Fly","318662","FBgn0051286","CG31286","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG31286 details"
"254","CRISP1","167","304","CRISP1","Fly","40788","FBgn0260766","CG42564","2","2","low","No","No","eggNOG, Panther","","Add","CG42564 details"
"254","CRISP1","167","304","CRISP1","Fly","33408","FBgn0031407","CG4270","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG4270 details"
"254","CRISP1","167","304","CRISP1","Fly","33413","FBgn0031412","CG16995","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG16995 details"
"254","CRISP1","167","304","CRISP1","Fly","40806","FBgn0051482","CG31482","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG31482 details"
"254","CRISP1","167","304","CRISP1","Fly","41357","FBgn0037888","scpr-B","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","scpr-B details"
"255","CRISP2","7180","12024","CRISP2","Fly","3885644","FBgn0054002","CG34002","5","4.99","high","Yes","Yes","Compara, eggNOG, Inparanoid, OrthoDB, Panther","","Add","CG34002 details"
"255","CRISP2","7180","12024","CRISP2","Fly","41623","FBgn0038126","CG8483","5","4.94","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoInspector, Panther","","Add","CG8483 details"
"255","CRISP2","7180","12024","CRISP2","Fly","35303","FBgn0032853","CG10651","4","4.06","moderate","No","No","eggNOG, Inparanoid, OrthoDB, Panther","","Add","CG10651 details"
"255","CRISP2","7180","12024","CRISP2","Fly","246645","FBgn0050486","CG30486","4","4.06","moderate","No","No","eggNOG, Inparanoid, OrthoDB, Panther","","Add","CG30486 details"
"255","CRISP2","7180","12024","CRISP2","Fly","10178796","FBgn0261848","CG42780","3","3.01","moderate","No","Yes","eggNOG, OrthoDB, Panther","","Add","CG42780 details"
"255","CRISP2","7180","12024","CRISP2","Fly","317973","FBgn0052313","CG32313","3","2.84","moderate","No","Yes","Compara, eggNOG, OrthoDB","","Add","CG32313 details"
"255","CRISP2","7180","12024","CRISP2","Fly","41076","FBgn0037650","CG11977","2","2.11","moderate","No","Yes","OrthoDB, Panther","","Add","CG11977 details"
"255","CRISP2","7180","12024","CRISP2","Fly","8674074","FBgn0260645","CG42537","2","1.91","moderate","No","Yes","eggNOG, OrthoDB","","Add","CG42537 details"
"255","CRISP2","7180","12024","CRISP2","Fly","41348","FBgn0037879","scpr-C","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","scpr-C details"
"255","CRISP2","7180","12024","CRISP2","Fly","37441","FBgn0034624","CG17974","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG17974 details"
"255","CRISP2","7180","12024","CRISP2","Fly","14462631","FBgn0264299","CG43777","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG43777 details"
"255","CRISP2","7180","12024","CRISP2","Fly","44079","FBgn0020508","Ag5r2","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","Ag5r2 details"
"255","CRISP2","7180","12024","CRISP2","Fly","32385","FBgn0030562","CG9400","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG9400 details"
"255","CRISP2","7180","12024","CRISP2","Fly","318150","FBgn0052679","CG32679","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG32679 details"
"255","CRISP2","7180","12024","CRISP2","Fly","39183","FBgn0036072","CG6628","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG6628 details"
"255","CRISP2","7180","12024","CRISP2","Fly","246647","FBgn0050488","antr","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","antr details"
"255","CRISP2","7180","12024","CRISP2","Fly","37942","FBgn0035042","CG3640","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG3640 details"
"255","CRISP2","7180","12024","CRISP2","Fly","37863","FBgn0264297","CG43775","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG43775 details"
"255","CRISP2","7180","12024","CRISP2","Fly","36414","FBgn0250842","CG17575","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG17575 details"
"255","CRISP2","7180","12024","CRISP2","Fly","41358","FBgn0037889","scpr-A","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","scpr-A details"
"255","CRISP2","7180","12024","CRISP2","Fly","44631","FBgn0015010","Ag5r","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","Ag5r details"
"255","CRISP2","7180","12024","CRISP2","Fly","318668","FBgn0051296","CG31296","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG31296 details"
"255","CRISP2","7180","12024","CRISP2","Fly","14462630","FBgn0264298","CG43776","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG43776 details"
"255","CRISP2","7180","12024","CRISP2","Fly","37440","FBgn0034623","CG9822","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG9822 details"
"255","CRISP2","7180","12024","CRISP2","Fly","3885620","FBgn0054049","CG34049","3","3.01","low","No","No","eggNOG, OrthoDB, Panther","","Add","CG34049 details"
"255","CRISP2","7180","12024","CRISP2","Fly","39181","FBgn0036070","CG8072","3","2.96","low","No","No","eggNOG, Inparanoid, OrthoDB","","Add","CG8072 details"
"255","CRISP2","7180","12024","CRISP2","Fly","318662","FBgn0051286","CG31286","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG31286 details"
"255","CRISP2","7180","12024","CRISP2","Fly","40788","FBgn0260766","CG42564","2","2","low","No","No","eggNOG, Panther","","Add","CG42564 details"
"255","CRISP2","7180","12024","CRISP2","Fly","33408","FBgn0031407","CG4270","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG4270 details"
"255","CRISP2","7180","12024","CRISP2","Fly","33413","FBgn0031412","CG16995","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG16995 details"
"255","CRISP2","7180","12024","CRISP2","Fly","40806","FBgn0051482","CG31482","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG31482 details"
"255","CRISP2","7180","12024","CRISP2","Fly","41357","FBgn0037888","scpr-B","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","scpr-B details"
"256","CRISP3","10321","16904","CRISP3","Fly","3885644","FBgn0054002","CG34002","4","4.09","moderate","Yes","No","Compara, Inparanoid, OrthoDB, Panther","","Add","CG34002 details"
"256","CRISP3","10321","16904","CRISP3","Fly","35303","FBgn0032853","CG10651","4","4.09","moderate","Yes","No","Compara, Inparanoid, OrthoDB, Panther","","Add","CG10651 details"
"256","CRISP3","10321","16904","CRISP3","Fly","246645","FBgn0050486","CG30486","4","4.09","moderate","Yes","No","Compara, Inparanoid, OrthoDB, Panther","","Add","CG30486 details"
"256","CRISP3","10321","16904","CRISP3","Fly","41623","FBgn0038126","CG8483","4","4.04","moderate","Yes","No","Compara, OrthoDB, OrthoInspector, Panther","","Add","CG8483 details"
"256","CRISP3","10321","16904","CRISP3","Fly","10178796","FBgn0261848","CG42780","3","3.04","moderate","No","Yes","Compara, OrthoDB, Panther","","Add","CG42780 details"
"256","CRISP3","10321","16904","CRISP3","Fly","41076","FBgn0037650","CG11977","2","2.11","moderate","No","Yes","OrthoDB, Panther","","Add","CG11977 details"
"256","CRISP3","10321","16904","CRISP3","Fly","41348","FBgn0037879","scpr-C","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","scpr-C details"
"256","CRISP3","10321","16904","CRISP3","Fly","37441","FBgn0034624","CG17974","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG17974 details"
"256","CRISP3","10321","16904","CRISP3","Fly","14462631","FBgn0264299","CG43777","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG43777 details"
"256","CRISP3","10321","16904","CRISP3","Fly","44079","FBgn0020508","Ag5r2","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","Ag5r2 details"
"256","CRISP3","10321","16904","CRISP3","Fly","32385","FBgn0030562","CG9400","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG9400 details"
"256","CRISP3","10321","16904","CRISP3","Fly","318150","FBgn0052679","CG32679","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG32679 details"
"256","CRISP3","10321","16904","CRISP3","Fly","39183","FBgn0036072","CG6628","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG6628 details"
"256","CRISP3","10321","16904","CRISP3","Fly","246647","FBgn0050488","antr","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","antr details"
"256","CRISP3","10321","16904","CRISP3","Fly","37942","FBgn0035042","CG3640","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG3640 details"
"256","CRISP3","10321","16904","CRISP3","Fly","37863","FBgn0264297","CG43775","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG43775 details"
"256","CRISP3","10321","16904","CRISP3","Fly","36414","FBgn0250842","CG17575","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG17575 details"
"256","CRISP3","10321","16904","CRISP3","Fly","41358","FBgn0037889","scpr-A","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","scpr-A details"
"256","CRISP3","10321","16904","CRISP3","Fly","44631","FBgn0015010","Ag5r","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","Ag5r details"
"256","CRISP3","10321","16904","CRISP3","Fly","14462630","FBgn0264298","CG43776","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG43776 details"
"256","CRISP3","10321","16904","CRISP3","Fly","37440","FBgn0034623","CG9822","3","3.04","low","No","No","Compara, OrthoDB, Panther","","Add","CG9822 details"
"256","CRISP3","10321","16904","CRISP3","Fly","39181","FBgn0036070","CG8072","3","2.99","low","No","No","Compara, Inparanoid, OrthoDB","","Add","CG8072 details"
"256","CRISP3","10321","16904","CRISP3","Fly","318668","FBgn0051296","CG31296","2","2.11","low","No","No","OrthoDB, Panther","","Add","CG31296 details"
"256","CRISP3","10321","16904","CRISP3","Fly","3885620","FBgn0054049","CG34049","2","2.11","low","No","No","OrthoDB, Panther","","Add","CG34049 details"
"256","CRISP3","10321","16904","CRISP3","Fly","40788","FBgn0260766","CG42564","2","2.03","low","No","No","Compara, Panther","","Add","CG42564 details"
"256","CRISP3","10321","16904","CRISP3","Fly","317973","FBgn0052313","CG32313","2","1.94","low","No","No","Compara, OrthoDB","","Add","CG32313 details"
"256","CRISP3","10321","16904","CRISP3","Fly","318662","FBgn0051286","CG31286","2","1.94","low","No","No","Compara, OrthoDB","","Add","CG31286 details"
"256","CRISP3","10321","16904","CRISP3","Fly","41357","FBgn0037888","scpr-B","2","1.94","low","No","No","Compara, OrthoDB","","Add","scpr-B details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","41623","FBgn0038126","CG8483","4","3.84","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoFinder","","Add","CG8483 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","317973","FBgn0052313","CG32313","3","2.84","moderate","No","Yes","Compara, eggNOG, OrthoDB","","Add","CG32313 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","8674074","FBgn0260645","CG42537","2","1.91","moderate","No","Yes","eggNOG, OrthoDB","","Add","CG42537 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","318150","FBgn0052679","CG32679","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","CG32679 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","33408","FBgn0031407","CG4270","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","CG4270 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","33413","FBgn0031412","CG16995","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","CG16995 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","40806","FBgn0051482","CG31482","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","CG31482 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","318662","FBgn0051286","CG31286","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG31286 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","3885644","FBgn0054002","CG34002","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG34002 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","37942","FBgn0035042","CG3640","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG3640 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","10178796","FBgn0261848","CG42780","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG42780 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","41348","FBgn0037879","scpr-C","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","scpr-C details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","37441","FBgn0034624","CG17974","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG17974 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","14462631","FBgn0264299","CG43777","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG43777 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","44079","FBgn0020508","Ag5r2","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","Ag5r2 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","32385","FBgn0030562","CG9400","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG9400 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","39183","FBgn0036072","CG6628","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG6628 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","39181","FBgn0036070","CG8072","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG8072 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","246647","FBgn0050488","antr","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","antr details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","37863","FBgn0264297","CG43775","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG43775 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","36414","FBgn0250842","CG17575","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG17575 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","41358","FBgn0037889","scpr-A","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","scpr-A details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","44631","FBgn0015010","Ag5r","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","Ag5r details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","318668","FBgn0051296","CG31296","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG31296 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","14462630","FBgn0264298","CG43776","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG43776 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","41357","FBgn0037888","scpr-B","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","scpr-B details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","35303","FBgn0032853","CG10651","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG10651 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","37440","FBgn0034623","CG9822","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG9822 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","3885620","FBgn0054049","CG34049","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG34049 details"
"257","CRISPLD1","83690","18206","CRISPLD1","Fly","246645","FBgn0050486","CG30486","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG30486 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","41623","FBgn0038126","CG8483","4","3.84","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoFinder","","Add","CG8483 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","317973","FBgn0052313","CG32313","3","2.84","moderate","No","Yes","Compara, eggNOG, OrthoDB","","Add","CG32313 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","41076","FBgn0037650","CG11977","2","1.92","moderate","No","Yes","OrthoDB, Phylome","","Add","CG11977 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","8674074","FBgn0260645","CG42537","2","1.91","moderate","No","Yes","eggNOG, OrthoDB","","Add","CG42537 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","318150","FBgn0052679","CG32679","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","CG32679 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","33408","FBgn0031407","CG4270","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","CG4270 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","33413","FBgn0031412","CG16995","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","CG16995 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","40806","FBgn0051482","CG31482","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","CG31482 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","318662","FBgn0051286","CG31286","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG31286 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","3885644","FBgn0054002","CG34002","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CG34002 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","41348","FBgn0037879","scpr-C","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","scpr-C details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","37441","FBgn0034624","CG17974","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG17974 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","39183","FBgn0036072","CG6628","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG6628 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","39181","FBgn0036070","CG8072","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG8072 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","246647","FBgn0050488","antr","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","antr details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","37942","FBgn0035042","CG3640","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG3640 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","37863","FBgn0264297","CG43775","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG43775 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","36414","FBgn0250842","CG17575","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG17575 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","318668","FBgn0051296","CG31296","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG31296 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","41357","FBgn0037888","scpr-B","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","scpr-B details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","35303","FBgn0032853","CG10651","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG10651 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","246645","FBgn0050486","CG30486","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","CG30486 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","10178796","FBgn0261848","CG42780","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG42780 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","14462631","FBgn0264299","CG43777","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG43777 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","44079","FBgn0020508","Ag5r2","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","Ag5r2 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","32385","FBgn0030562","CG9400","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG9400 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","41358","FBgn0037889","scpr-A","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","scpr-A details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","44631","FBgn0015010","Ag5r","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","Ag5r details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","14462630","FBgn0264298","CG43776","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG43776 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","37440","FBgn0034623","CG9822","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG9822 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","3885620","FBgn0054049","CG34049","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG34049 details"
"258","CRISPLD2","83716","25248","CRISPLD2","Fly","40788","FBgn0260766","CG42564","2","1.81","low","No","No","eggNOG, Phylome","","Add","CG42564 details"
"259","CRLF1","9244","2364","CRLF1","Fly","5740359","FBgn0086917","spok","1","1.01","low","Yes","No","OrthoDB","","Add","spok details"
"259","CRLF1","9244","2364","CRLF1","Fly","38631","FBgn0003486","spo","1","1.01","low","Yes","No","OrthoDB","","Add","spo details"
"260","CRP","1401","2367","CRP","Fly","31124","FBgn0024897","b6","1","0.91","low","Yes","No","Phylome","","Add","b6 details"
"261","CRTAC1","55118","14882","CRTAC1","Fly","31461","FBgn0029766","CG15784","1","0.9","low","Yes","Yes","eggNOG","","Add","CG15784 details"
"261","CRTAP","10491","2379","CRTAP","","none found","","","","","","","","","","",""
"261","CSF1","1435","2432","CSF1","","none found","","","","","","","","","","",""
"261","CSF2","1437","2434","CSF2","","none found","","","","","","","","","","",""
"261","CSF2RA","1438","2435","CSF2RA","","none found","","","","","","","","","","",""
"262","CSF3","1440","2438","CSF3","Fly","33965","FBgn0011737","Wee1","1","1.01","low","Yes","No","OrthoDB","","Add","Wee1 details"
"262","CSF3","1440","2438","CSF3","Fly","38649","FBgn0040298","Myt1","1","1.01","low","Yes","No","OrthoDB","","Add","Myt1 details"
"262","CSH1","1442","2440","CSH1","","none found","","","","","","","","","","",""
"262","CSH2","1443","2441","CSH2","","none found","","","","","","","","","","",""
"262","CSHL1","1444","2442","CSHL1","","none found","","","","","","","","","","",""
"262","CSN1S1","1446","2445","CSN1S1","","none found","","","","","","","","","","",""
