"Input Order","Search Term","Human GeneID","HGNCID","Human Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene2FunctionDetails"
"100","BCKDK","10295","16902","BCKDK","Fly","35970","FBgn0017558","Pdk","2","1.91","moderate","Yes","No","eggNOG, OrthoDB","","Add","Pdk details"
"101","BCL2L1","598","992","BCL2L1","Fly","53585","FBgn0029131","Debcl","1","0.9","low","Yes","No","eggNOG","","Add","Debcl details"
"101","BCL2L1","598","992","BCL2L1","Fly","36251","FBgn0040491","Buffy","1","0.9","low","Yes","No","eggNOG","","Add","Buffy details"
"101","BCL2L11","10018","994","BCL2L11","","none found","","","","","","","","","","",""
"101","BCL2L13","23786","17164","BCL2L13","","none found","","","","","","","","","","",""
"102","BDH1","622","1027","BDH1","Fly","36293","FBgn0033679","CG8888","7","6.82","moderate","Yes","No","eggNOG, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, TreeFam","","Add","CG8888 details"
"102","BDH1","622","1027","BDH1","Fly","43512","FBgn0262112","sro","5","4.86","moderate","No","Yes","eggNOG, OrthoFinder, orthoMCL, Panther, TreeFam","","Add","sro details"
"102","BDH1","622","1027","BDH1","Fly","30972","FBgn0261446","CG13377","2","1.86","low","No","No","eggNOG, TreeFam","","Add","CG13377 details"
"102","BDNF","627","1033","BDNF","","none found","","","","","","","","","","",""
"103","BMP6","654","1073","BMP6","Fly","37778","FBgn0024234","gbb","11","10.97","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","gbb details"
"103","BMP6","654","1073","BMP6","Fly","46000","FBgn0005590","scw","7","6.88","moderate","No","No","eggNOG, Hieranoid, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam","","Add","scw details"
"103","BMP6","654","1073","BMP6","Fly","33432","FBgn0000490","dpp","3","2.91","low","No","No","eggNOG, Hieranoid, OrthoDB","","Add","dpp details"
"103","BMP6","654","1073","BMP6","Fly","43804","FBgn0039914","mav","2","2","low","No","No","eggNOG, Panther","","Add","mav details"
"104","BNIP3L","665","1085","BNIP3L","Fly","40278","FBgn0037007","CG5059","5","4.94","moderate","Yes","No","Compara, eggNOG, Hieranoid, OrthoDB, Panther","","Add","CG5059 details"
"105","BOLA3","388962","24415","BOLA3","Fly","3771915","FBgn0061360","CG33672","3","2.83","moderate","Yes","No","eggNOG, orthoMCL, RoundUp","","Add","CG33672 details"
"105","BOLA3","388962","24415","BOLA3","Fly","326121","FBgn0051126","CG31126","2","1.93","low","No","No","eggNOG, RoundUp","","Add","CG31126 details"
"106","BPHL","670","1094","BPHL","Fly","42645","FBgn0038974","CG5377","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG5377 details"
"106","BPHL","670","1094","BPHL","Fly","31329","FBgn0023216","Parg","6","6","moderate","No","No","Hieranoid, Inparanoid, OrthoDB, OrthoInspector, Phylome, RoundUp","","Add","Parg details"
"107","BRD8","10902","19874","BRD8","Fly","43460","FBgn0039654","Brd8","10","9.86","high","Yes","Yes","Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam","","Add","Brd8 details"
"107","BRI3BP","140707","14251","BRI3BP","","none found","","","","","","","","","","",""
"108","BRPF3","27154","14256","BRPF3","Fly","35648","FBgn0033155","Br140","13","12.8","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Br140 details"
"108","BRPF3","27154","14256","BRPF3","Fly","38027","FBgn0035106","rno","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","rno details"
"108","BRPF3","27154","14256","BRPF3","Fly","40850","FBgn0261238","Alh","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp","","Add","Alh details"
"108","BRPF3","27154","14256","BRPF3","Fly","33651","FBgn0031606","CG15439","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG15439 details"
"109","BTN2A2","10385","1137","BTN2A2","Fly","318958","FBgn0051814","DIP-kappa","1","0.91","low","Yes","No","Phylome","","Add","DIP-kappa details"
"109","BTN2A2","10385","1137","BTN2A2","Fly","33125","FBgn0259245","DIP-beta","1","0.91","low","Yes","No","Phylome","","Add","DIP-beta details"
"109","C10orf67","256815","28716","C10orf67","","none found","","","","","","","","","","",""
"109","C10orf71","118461","26973","C10orf71","","none found","","","","","","","","","","",""
"109","C10orf82","143379","28500","C10orf82","","none found","","","","","","","","","","",""
"110","C12orf65","91574","26784","C12orf65","Fly","246457","FBgn0050100","CG30100","12","11.71","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","CG30100 details"
"111","C12orf73","728568","34450","C12orf73","Fly","7354414","FBgn0259204","CG42308","8","7.84","high","Yes","Yes","eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","CG42308 details"
"112","C14orf119","55017","20270","C14orf119","Fly","41187","FBgn0037739","CG12948","9","8.84","high","Yes","Yes","Compara, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG12948 details"
"113","C18orf63","644041","40037","C18orf63","Fly","40940","FBgn0000504","dsx","1","0.9","low","Yes","No","eggNOG","","Add","dsx details"
"113","C18orf63","644041","40037","C18orf63","Fly","32291","FBgn0030477","dmrt11E","1","0.9","low","Yes","No","eggNOG","","Add","dmrt11E details"
"113","C18orf63","644041","40037","C18orf63","Fly","43495","FBgn0039683","dmrt99B","1","0.9","low","Yes","No","eggNOG","","Add","dmrt99B details"
"113","C18orf63","644041","40037","C18orf63","Fly","42494","FBgn0038851","dmrt93B","1","0.9","low","Yes","No","eggNOG","","Add","dmrt93B details"
"114","C19orf70","125988","33702","MICOS13","Fly","39948","FBgn0036726","QIL1","5","5.02","high","Yes","Yes","Hieranoid, OrthoDB, OrthoFinder, Panther, Phylome","","Add","QIL1 details"
"114","C19orf70","125988","33702","MICOS13","Fly","31986","FBgn0030215","CG15296","3","2.92","moderate","No","Yes","OrthoDB, OrthoFinder, Phylome","","Add","CG15296 details"
"114","C19orf70","125988","33702","MICOS13","Fly","3771749","FBgn0032365","CG14929","2","2.11","moderate","No","Yes","OrthoDB, Panther","","Add","CG14929 details"
"114","C19orf70","125988","33702","MICOS13","Fly","246625","FBgn0263033","CG43328","2","2.1","moderate","No","Yes","OrthoFinder, Panther","","Add","CG43328 details"
"114","C1orf112","55732","25565","C1orf112","","none found","","","","","","","","","","",""
"115","C1QBP","708","1243","C1QBP","Fly","37006","FBgn0034259","P32","13","12.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","P32 details"
"116","C21orf2","755","1260","CFAP410","Fly","38487","FBgn0035497","CG14995","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG14995 details"
"116","C21orf2","755","1260","CFAP410","Fly","32022","FBgn0030247","CG15208","7","6.81","moderate","No","Yes","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam","","Add","CG15208 details"
"116","C21orf33","8209","1273","GATD3A","","none found","","","","","","","","","","",""
"116","C2orf49","79074","28772","C2orf49","","none found","","","","","","","","","","",""
"117","C2orf68","388969","34353","C2orf68","Fly","32881","FBgn0030969","Usp39","1","1.01","low","Yes","No","OrthoDB","","Add","Usp39 details"
"117","C5orf46","389336","33768","C5orf46","","none found","","","","","","","","","","",""
"118","C5orf63","401207","40051","C5orf63","Fly","33855","FBgn0031774","CG9147","3","3.13","high","Yes","Yes","OrthoFinder, Panther, RoundUp","","Add","CG9147 details"
"118","C6orf118","168090","21233","C6orf118","","none found","","","","","","","","","","",""
"118","C7orf31","136895","21722","C7orf31","","none found","","","","","","","","","","",""
"118","C9orf129","445577","31116","C9orf129","","none found","","","","","","","","","","",""
"118","C9orf131","138724","31418","C9orf131","","none found","","","","","","","","","","",""
"119","CA5B","11238","1378","CA5B","Fly","34786","FBgn0027844","CAH1","9","8.93","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam","","Add","CAH1 details"
"119","CA5B","11238","1378","CA5B","Fly","43701","FBgn0039838","CAH6","6","5.97","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, RoundUp","","Add","CAH6 details"
"119","CA5B","11238","1378","CA5B","Fly","42965","FBgn0039235","CAH4","5","4.94","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther","","Add","CAH4 details"
"119","CA5B","11238","1378","CA5B","Fly","43264","FBgn0039486","CAH9","5","4.94","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther","","Add","CAH9 details"
"119","CA5B","11238","1378","CA5B","Fly","50102","FBgn0040629","CAH5","5","4.94","moderate","No","Yes","Compara, eggNOG, OrthoDB, OrthoFinder, Panther","","Add","CAH5 details"
"119","CA5B","11238","1378","CA5B","Fly","50101","FBgn0040628","CAH16","5","4.94","moderate","No","Yes","Compara, eggNOG, OrthoDB, OrthoFinder, Panther","","Add","CAH16 details"
"119","CA5B","11238","1378","CA5B","Fly","39390","FBgn0027843","CAH2","4","4.01","moderate","No","Yes","eggNOG, OrthoDB, OrthoFinder, Panther","","Add","CAH2 details"
"119","CA5B","11238","1378","CA5B","Fly","42625","FBgn0038956","CAH8","4","3.94","moderate","No","No","Compara, eggNOG, OrthoDB, Panther","","Add","CAH8 details"
"119","CA5B","11238","1378","CA5B","Fly","31804","FBgn0030056","CAH3","3","3.01","moderate","No","Yes","eggNOG, OrthoDB, Panther","","Add","CAH3 details"
"119","CA5B","11238","1378","CA5B","Fly","37359","FBgn0034554","CAH14","3","2.84","moderate","No","Yes","Compara, eggNOG, OrthoDB","","Add","CAH14 details"
"119","CA5B","11238","1378","CA5B","Fly","36126","FBgn0033542","CAH13","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CAH13 details"
"119","CA5B","11238","1378","CA5B","Fly","37366","FBgn0034560","CAH15","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CAH15 details"
"119","CA5B","11238","1378","CA5B","Fly","41238","FBgn0037788","CAH7","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CAH7 details"
"119","CA5B","11238","1378","CA5B","Fly","31915","FBgn0052698","CARPB","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","CARPB details"
"119","CA5B","11238","1378","CA5B","Fly","31687","FBgn0029962","CARPA","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CARPA details"
"120","CACNA1B","774","1389","CACNA1B","Fly","32158","FBgn0263111","cac","10","9.84","high","Yes","Yes","eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam","","Add","cac details"
"120","CACNA1B","774","1389","CACNA1B","Fly","34950","FBgn0001991","Ca-alpha1D","5","4.81","moderate","No","No","eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL","","Add","Ca-alpha1D details"
"120","CACNA1B","774","1389","CACNA1B","Fly","45338","FBgn0002917","na","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","na details"
"120","CACNA1B","774","1389","CACNA1B","Fly","31550","FBgn0264386","Ca-alpha1T","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","Ca-alpha1T details"
"120","CALHM2","51063","23493","CALHM2","","none found","","","","","","","","","","",""
"121","CAMTA2","23125","18807","CAMTA2","Fly","35974","FBgn0259234","Camta","11","10.86","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Camta details"
"122","CARD16","114769","33701","CARD16","Fly","42008","FBgn0028381","Decay","2","1.83","moderate","Yes","No","Compara, eggNOG","","Add","Decay details"
"122","CARD16","114769","33701","CARD16","Fly","39173","FBgn0026404","Dronc","2","1.83","moderate","Yes","No","Compara, eggNOG","","Add","Dronc details"
"122","CARD19","84270","28148","CARD19","","none found","","","","","","","","","","",""
"123","CARS2","79587","25695","CARS2","Fly","36563","FBgn0033900","CysRS-m","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CysRS-m details"
"123","CARS2","79587","25695","CARS2","Fly","36784","FBgn0027091","CysRS","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","CysRS details"
"124","CASP14","23581","1502","CASP14","Fly","39173","FBgn0026404","Dronc","4","3.8","moderate","Yes","No","Compara, eggNOG, OrthoDB, TreeFam","","Add","Dronc details"
"124","CASP14","23581","1502","CASP14","Fly","31011","FBgn0020381","Dredd","2","2","low","No","No","eggNOG, Panther","","Add","Dredd details"
"124","CASP14","23581","1502","CASP14","Fly","42008","FBgn0028381","Decay","2","1.83","low","No","No","Compara, eggNOG","","Add","Decay details"
"125","CASP3","836","1504","CASP3","Fly","43514","FBgn0019972","Drice","11","10.73","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam","","Add","Drice details"
"125","CASP3","836","1504","CASP3","Fly","37729","FBgn0010501","Dcp-1","10","9.78","moderate","No","No","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam","","Add","Dcp-1 details"
"125","CASP3","836","1504","CASP3","Fly","42008","FBgn0028381","Decay","5","4.92","moderate","No","Yes","eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder","","Add","Decay details"
"125","CASP3","836","1504","CASP3","Fly","36266","FBgn0033659","Damm","3","2.96","low","No","No","eggNOG, Panther, TreeFam","","Add","Damm details"
"125","CASP3","836","1504","CASP3","Fly","35528","FBgn0033051","Strica","2","2","low","No","No","eggNOG, Panther","","Add","Strica details"
"125","CASP3","836","1504","CASP3","Fly","31011","FBgn0020381","Dredd","2","2","low","No","No","eggNOG, Panther","","Add","Dredd details"
"126","CASP9","842","1511","CASP9","Fly","31011","FBgn0020381","Dredd","3","2.96","moderate","Yes","No","eggNOG, Panther, TreeFam","","Add","Dredd details"
"126","CASP9","842","1511","CASP9","Fly","39173","FBgn0026404","Dronc","3","2.84","moderate","Yes","No","Compara, eggNOG, OrthoDB","","Add","Dronc details"
"126","CASP9","842","1511","CASP9","Fly","42008","FBgn0028381","Decay","3","2.79","moderate","Yes","No","Compara, eggNOG, TreeFam","","Add","Decay details"
"126","CASP9","842","1511","CASP9","Fly","35528","FBgn0033051","Strica","2","1.85","low","No","No","eggNOG, Isobase","","Add","Strica details"
"126","CASQ1","844","1512","CASQ1","","none found","","","","","","","","","","",""
"127","CBX6","23466","1556","CBX6","Fly","40358","FBgn0003042","Pc","8","7.85","moderate","Yes","No","eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam","","Add","Pc details"
"128","CCDC102B","79839","26295","CCDC102B","Fly","33910","FBgn0051638","CG31638","8","7.87","moderate","Yes","No","eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam","","Add","CG31638 details"
"129","CCDC120","90060","28910","CCDC120","Fly","31816","FBgn0011661","Moe","1","0.9","low","Yes","No","eggNOG","","Add","Moe details"
"129","CCDC120","90060","28910","CCDC120","Fly","32979","FBgn0086384","Mer","1","0.9","low","Yes","No","eggNOG","","Add","Mer details"
"129","CCDC120","90060","28910","CCDC120","Fly","39643","FBgn0036476","sstn","1","0.9","low","Yes","Yes","eggNOG","","Add","sstn details"
"129","CCDC184","387856","33749","CCDC184","","none found","","","","","","","","","","",""
"130","CCDC191","57577","29272","CCDC191","Fly","33517","FBgn0031496","CG17258","7","6.87","high","Yes","Yes","Compara, eggNOG, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp","","Add","CG17258 details"
"130","CCDC51","79714","25714","CCDC51","","none found","","","","","","","","","","",""
"131","CCDC58","131076","31136","CCDC58","Fly","40159","FBgn0036909","Ccdc58","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Ccdc58 details"
"131","CCDC90B","60492","28108","CCDC90B","","none found","","","","","","","","","","",""
"131","CCM2","83605","21708","CCM2","","none found","","","","","","","","","","",""
"131","CCR7","1236","1608","CCR7","","none found","","","","","","","","","","",""
"131","CD101","9398","5949","CD101","","none found","","","","","","","","","","",""
"131","CD300C","10871","19320","CD300C","","none found","","","","","","","","","","",""
"131","CD3EAP","10849","24219","CD3EAP","","none found","","","","","","","","","","",""
"132","CD72","971","1696","CD72","Fly","53550","FBgn0040102","lectin-24Db","1","0.91","low","Yes","No","Phylome","","Add","lectin-24Db details"
"132","CD72","971","1696","CD72","Fly","33244","FBgn0031273","CG2839","1","0.91","low","Yes","Yes","Phylome","","Add","CG2839 details"
"133","CDK5RAP1","51654","15880","CDK5RAP1","Fly","41271","FBgn0037816","CG6345","14","13.82","high","Yes","Yes","eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG6345 details"
"133","CDK5RAP1","51654","15880","CDK5RAP1","Fly","36954","FBgn0034214","CG6550","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","CG6550 details"
"134","CDRT4","284040","14383","CDRT4","Fly","39025","FBgn0035944","CG5021","2","1.94","moderate","Yes","No","Compara, OMA","","Add","CG5021 details"
"134","CEACAM19","56971","31951","CEACAM19","","none found","","","","","","","","","","",""
"134","CEND1","51286","24153","CEND1","","none found","","","","","","","","","","",""
"135","CFAP52","146845","16053","CFAP52","Fly","38761","FBgn0035724","CG10064","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG10064 details"
"136","CHAC1","79094","28680","CHAC1","Fly","42801","FBgn0039109","CG10365","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG10365 details"
"136","CHAC1","79094","28680","CHAC1","Fly","32216","FBgn0030411","CG2540","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp","","Add","CG2540 details"
"137","CHCHD1","118487","23518","CHCHD1","Fly","50139","FBgn0040666","CG12848","13","12.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG12848 details"
"138","CHCHD10","400916","15559","CHCHD10","Fly","32701","FBgn0260747","Chchd2","11","10.86","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Chchd2 details"
"138","CHCHD10","400916","15559","CHCHD10","Fly","318553","FBgn0051007","CG31007","8","7.73","moderate","No","Yes","Compara, eggNOG, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG31007 details"
"138","CHCHD10","400916","15559","CHCHD10","Fly","318554","FBgn0051008","CG31008","5","4.87","moderate","No","Yes","eggNOG, OrthoFinder, Panther, Phylome, TreeFam","","Add","CG31008 details"
"139","CHCHD2","51142","21645","CHCHD2","Fly","32701","FBgn0260747","Chchd2","13","12.8","high","Yes","Yes","Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Chchd2 details"
"139","CHCHD2","51142","21645","CHCHD2","Fly","318553","FBgn0051007","CG31007","7","6.8","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG31007 details"
"139","CHCHD2","51142","21645","CHCHD2","Fly","318554","FBgn0051008","CG31008","5","4.87","moderate","No","Yes","eggNOG, OrthoFinder, Panther, Phylome, TreeFam","","Add","CG31008 details"
"140","CHCHD3","54927","21906","CHCHD3","Fly","43672","FBgn0010808","Chchd3","11","10.86","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Chchd3 details"
"141","CHCHD4","131474","26467","CHCHD4","Fly","43579","FBgn0260468","CG7950","13","12.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG7950 details"
"141","CHCHD5","84269","17840","CHCHD5","","none found","","","","","","","","","","",""
"142","CHCHD6","84303","28184","CHCHD6","Fly","43672","FBgn0010808","Chchd3","6","5.91","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, TreeFam","","Add","Chchd3 details"
"143","CIAPIN1","57019","28050","CIAPIN1","Fly","49424","FBgn0001977","CIAPIN1","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CIAPIN1 details"
"144","CISD1","55847","30880","CISD1","Fly","43459","FBgn0062442","Cisd2","9","8.74","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Cisd2 details"
"145","CKS1B","1163","19083","CKS1B","Fly","34250","FBgn0010314","Cks30A","13","12.82","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Cks30A details"
"145","CKS1B","1163","19083","CKS1B","Fly","41034","FBgn0037613","Cks85A","9","8.73","moderate","No","Yes","eggNOG, Hieranoid, Homologene, Isobase, OMA, OrthoDB, OrthoFinder, orthoMCL, TreeFam","","Add","Cks85A details"
"146","CKS2","1164","2000","CKS2","Fly","34250","FBgn0010314","Cks30A","13","12.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Cks30A details"
"146","CKS2","1164","2000","CKS2","Fly","41034","FBgn0037613","Cks85A","9","8.81","moderate","No","Yes","Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam","","Add","Cks85A details"
"147","CLPP","8192","2084","CLPP","Fly","34402","FBgn0032229","CG5045","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG5045 details"
"148","CLPX","10845","2088","CLPX","Fly","42369","FBgn0038745","CG4538","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG4538 details"
"149","CMC2","56942","24447","CMC2","Fly","7354380","FBgn0259721","CG42375","11","10.76","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","CG42375 details"
"150","CMC4","100272147","35428","CMC4","Fly","7354409","FBgn0259727","CG42381","12","11.84","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","CG42381 details"
"151","CMPK2","129607","27015","CMPK2","Fly","37062","FBgn0034299","CG5757","2","1.83","moderate","Yes","No","Compara, eggNOG","","Add","CG5757 details"
"151","CMSS1","84319","28666","CMSS1","","none found","","","","","","","","","","",""
"152","CNKSR3","154043","23034","CNKSR3","Fly","36952","FBgn0286070","cnk","10","9.74","moderate","Yes","No","Compara, eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","cnk details"
"153","COA1","55744","21868","COA1","Fly","319023","FBgn0051913","CG31913","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG31913 details"
"153","COA1","55744","21868","COA1","Fly","37388","FBgn0034578","CG15653","11","10.76","moderate","No","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","CG15653 details"
"154","COA3","28958","24990","COA3","Fly","39320","FBgn0261353","Ccdc56","8","8.09","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp","","Add","Ccdc56 details"
"155","COA4","51287","24604","COA4","Fly","14462463","FBgn0265083","CG44194","4","4.1","high","Yes","Yes","Hieranoid, OrthoFinder, OrthoInspector, Panther","","Add","CG44194 details"
"156","COA5","493753","33848","COA5","Fly","50224","FBgn0040751","CG13018","13","12.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG13018 details"
"157","COA6","388753","18025","COA6","Fly","7354420","FBgn0259722","CG42376","11","10.89","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","CG42376 details"
"158","COA7","65260","25716","COA7","Fly","3355158","FBgn0039965","Coa7","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Coa7 details"
"159","COQ3","51805","18175","COQ3","Fly","35383","FBgn0032922","Coq3","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Coq3 details"
"160","COQ4","51117","19693","COQ4","Fly","261607","FBgn0052174","Coq4","13","12.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Coq4 details"
